연도,시도,시군구,계약종별, 1월 , 2월 , 3월 , 4월 , 5월 , 6월 , 7월 , 8월 , 9월 , 10월 , 11월 , 12월 ,
2024,부산광역시,기장군,교육용," 1,231,328 "," 1,184,115 "," 1,003,668 "," 1,025,079 "," 757,891 "," 767,260 "," 1,138,112 "," 1,086,466 "," 1,165,119 "," 934,142 "," 877,108 "," 1,055,508 ",
2024,부산광역시,기장군,산업용," 63,151,860 "," 57,661,560 "," 58,359,793 "," 56,653,354 "," 56,023,601 "," 57,683,660 "," 60,428,577 "," 60,281,458 "," 61,580,646 "," 69,061,253 "," 64,991,678 "," 74,330,127 ",
2024,부산광역시,기장군,농사용," 3,131,880 "," 3,108,222 "," 2,838,621 "," 2,565,562 "," 2,213,948 "," 2,571,956 "," 2,244,019 "," 2,842,608 "," 2,830,456 "," 2,047,211 "," 1,993,369 "," 2,244,767 ",
2024,부산광역시,기장군,가로등," 1,554,541 "," 1,478,668 "," 1,344,202 "," 1,349,917 "," 1,243,984 "," 1,240,633 "," 1,177,122 "," 1,241,523 "," 1,324,503 "," 1,341,732 "," 1,414,436 "," 1,470,148 ",
2024,부산광역시,기장군,심 야," 3,247,299 "," 2,953,374 "," 2,347,588 "," 1,502,215 "," 1,190,961 "," 1,488,719 "," 2,192,590 "," 2,779,107 "," 2,113,420 "," 1,050,655 "," 1,158,158 "," 2,507,894 ",
2024,부산광역시,기장군,합 계," 128,403,783 "," 121,827,149 "," 113,441,123 "," 107,611,861 "," 105,151,414 "," 111,120,405 "," 123,441,265 "," 137,127,731 "," 133,182,192 "," 125,049,257 "," 116,216,849 "," 135,661,596 ",
2024,대구광역시,중구,주택용," 15,160,122 "," 15,162,953 "," 13,760,933 "," 14,093,936 "," 13,138,329 "," 14,997,829 "," 18,631,317 "," 24,826,583 "," 23,536,372 "," 16,529,335 "," 14,633,760 "," 15,316,143 ",
2024,대구광역시,중구,일반용," 47,287,674 "," 43,558,287 "," 39,064,442 "," 35,084,757 "," 34,829,300 "," 41,019,124 "," 48,808,012 "," 55,457,382 "," 50,597,954 "," 38,225,211 "," 34,024,606 "," 40,271,268 ",
2024,대구광역시,중구,교육용," 1,390,908 "," 1,275,621 "," 1,243,374 "," 998,340 "," 860,556 "," 1,132,683 "," 1,283,969 "," 1,261,858 "," 1,409,095 "," 936,784 "," 1,023,047 "," 1,468,309 ",
2024,대구광역시,중구,산업용," 3,524,361 "," 3,299,882 "," 3,041,203 "," 2,762,717 "," 2,612,852 "," 2,864,192 "," 3,146,358 "," 3,369,022 "," 3,202,115 "," 2,600,403 "," 2,656,219 "," 3,129,163 ",
2024,대구광역시,중구,농사용," 21,088 "," 22,611 "," 19,140 "," 19,297 "," 17,997 "," 19,857 "," 19,950 "," 23,112 "," 22,520 "," 16,857 "," 15,622 "," 16,447 ",
2024,대구광역시,중구,가로등," 746,897 "," 693,770 "," 661,460 "," 622,306 "," 588,771 "," 559,880 "," 558,602 "," 582,997 "," 604,275 "," 647,850 "," 684,299 "," 717,783 ",
2024,대구광역시,중구,심 야," 929,145 "," 863,039 "," 707,912 "," 564,350 "," 930,659 "," 1,358,189 "," 2,059,351 "," 2,337,563 "," 1,774,825 "," 464,882 "," 355,178 "," 627,905 ",
2024,대구광역시,중구,합 계," 69,060,195 "," 64,876,163 "," 58,498,464 "," 54,145,703 "," 52,978,464 "," 61,951,754 "," 74,507,559 "," 87,858,517 "," 81,147,156 "," 59,421,322 "," 53,392,731 "," 61,547,018 ",
2024,대구광역시,동구,주택용," 48,796,010 "," 48,501,556 "," 44,275,877 "," 44,260,956 "," 40,794,642 "," 43,678,097 "," 52,644,696 "," 72,403,807 "," 69,106,639 "," 49,258,257 "," 43,251,228 "," 44,485,761 ",
2024,대구광역시,동구,일반용," 75,155,144 "," 71,178,984 "," 64,270,432 "," 60,361,497 "," 58,572,501 "," 66,460,007 "," 77,026,691 "," 88,136,821 "," 82,765,465 "," 64,566,980 "," 59,258,409 "," 66,455,114 ",
2024,대구광역시,동구,교육용," 3,291,007 "," 2,964,988 "," 2,867,108 "," 2,518,118 "," 1,914,380 "," 2,262,745 "," 2,920,289 "," 2,449,340 "," 3,101,855 "," 2,263,125 "," 2,227,857 "," 3,198,245 ",
2024,대구광역시,동구,산업용," 11,760,092 "," 11,208,093 "," 10,191,595 "," 10,213,679 "," 9,655,296 "," 10,367,439 "," 11,228,693 "," 11,744,481 "," 11,512,282 "," 10,331,146 "," 10,041,242 "," 11,099,071 ",
2024,대구광역시,동구,농사용," 1,633,602 "," 1,572,213 "," 1,272,025 "," 1,024,581 "," 928,008 "," 1,085,151 "," 1,133,186 "," 1,587,835 "," 1,539,881 "," 1,138,741 "," 1,100,380 "," 1,295,997 ",
2024,대구광역시,동구,가로등," 2,203,281 "," 2,110,160 "," 1,909,120 "," 1,860,758 "," 1,719,944 "," 1,672,645 "," 1,571,444 "," 1,704,612 "," 1,785,088 "," 1,878,798 "," 2,052,619 "," 2,109,969 ",
2024,대구광역시,동구,심 야," 4,423,700 "," 4,203,571 "," 3,375,382 "," 2,316,599 "," 1,432,683 "," 1,183,322 "," 1,093,668 "," 1,073,341 "," 935,924 "," 753,093 "," 1,475,601 "," 2,829,656 ",
2024,대구광역시,동구,합 계," 147,262,836 "," 141,739,565 "," 128,161,539 "," 122,556,188 "," 115,017,454 "," 126,709,406 "," 147,618,667 "," 179,100,237 "," 170,747,134 "," 130,190,140 "," 119,407,336 "," 131,473,813 ",
2024,대구광역시,서구,주택용," 22,568,880 "," 22,312,292 "," 20,103,435 "," 19,880,297 "," 18,023,470 "," 19,019,586 "," 23,432,593 "," 33,247,241 "," 31,925,928 "," 22,376,324 "," 19,342,038 "," 20,750,619 ",
2024,대구광역시,서구,일반용," 29,401,005 "," 28,773,161 "," 24,812,008 "," 23,177,027 "," 21,112,808 "," 23,858,506 "," 28,105,974 "," 32,940,034 "," 31,966,154 "," 24,468,517 "," 21,803,534 "," 24,498,273 ",
2024,대구광역시,서구,교육용," 1,507,146 "," 1,291,442 "," 1,338,181 "," 1,216,162 "," 885,049 "," 1,077,299 "," 1,367,775 "," 1,217,350 "," 1,483,824 "," 1,049,245 "," 988,225 "," 1,436,792 ",
2024,대구광역시,서구,산업용," 28,794,968 "," 31,247,376 "," 27,592,901 "," 28,025,557 "," 27,387,817 "," 28,972,513 "," 32,454,754 "," 30,715,080 "," 30,333,820 "," 28,714,501 "," 26,775,016 "," 27,264,581 ",
2024,대구광역시,서구,농사용," 39,838 "," 39,285 "," 35,130 "," 34,769 "," 35,621 "," 41,118 "," 46,179 "," 54,496 "," 51,272 "," 43,886 "," 37,044 "," 39,826 ",
2024,대구광역시,서구,가로등," 774,188 "," 725,016 "," 662,919 "," 617,675 "," 557,629 "," 524,420 "," 522,166 "," 571,601 "," 613,704 "," 669,577 "," 728,076 "," 764,124 ",
2024,대구광역시,서구,심 야," 1,645,498 "," 1,609,213 "," 1,290,551 "," 918,670 "," 490,792 "," 375,870 "," 317,362 "," 290,550 "," 276,279 "," 279,356 "," 547,753 "," 1,084,684 ",
2024,대구광역시,서구,합 계," 84,731,523 "," 85,997,785 "," 75,835,125 "," 73,870,157 "," 68,493,186 "," 73,869,312 "," 86,246,803 "," 99,036,352 "," 96,650,981 "," 77,601,406 "," 70,221,686 "," 75,838,899 ",
2024,대구광역시,남구,주택용," 19,713,251 "," 19,470,779 "," 17,570,188 "," 17,279,534 "," 16,005,806 "," 17,317,122 "," 21,778,520 "," 29,760,881 "," 27,455,629 "," 19,457,988 "," 17,048,966 "," 17,967,579 ",
2024,대구광역시,남구,일반용," 30,440,494 "," 29,600,233 "," 25,900,018 "," 24,375,658 "," 22,725,474 "," 25,792,144 "," 30,316,088 "," 34,997,557 "," 33,648,184 "," 25,626,668 "," 22,623,437 "," 25,286,655 ",
2024,대구광역시,남구,교육용," 3,132,911 "," 2,501,761 "," 2,499,751 "," 2,164,122 "," 1,792,978 "," 2,154,223 "," 2,554,457 "," 2,512,510 "," 2,778,731 "," 2,044,488 "," 2,022,533 "," 2,986,098 ",
2024,대구광역시,남구,산업용," 1,026,538 "," 982,678 "," 915,337 "," 899,237 "," 852,548 "," 884,640 "," 966,044 "," 1,027,688 "," 1,004,558 "," 877,358 "," 867,044 "," 929,143 ",
2024,대구광역시,남구,농사용," 24,067 "," 21,989 "," 18,820 "," 18,746 "," 16,565 "," 17,642 "," 18,957 "," 21,584 "," 20,766 "," 17,351 "," 17,830 "," 18,447 ",
2024,대구광역시,남구,가로등," 540,594 "," 500,048 "," 460,351 "," 427,340 "," 389,167 "," 370,840 "," 367,939 "," 396,663 "," 424,520 "," 464,007 "," 502,179 "," 534,293 ",
2024,대구광역시,남구,심 야," 2,518,059 "," 2,417,809 "," 1,935,440 "," 1,314,700 "," 597,801 "," 358,725 "," 234,988 "," 202,226 "," 186,635 "," 291,852 "," 716,427 "," 1,574,836 ",
2024,대구광역시,남구,합 계," 57,395,914 "," 55,495,297 "," 49,299,905 "," 46,479,337 "," 42,380,339 "," 46,895,336 "," 56,236,993 "," 68,919,109 "," 65,519,023 "," 48,779,712 "," 43,798,416 "," 49,297,051 ",
2024,대구광역시,북구,주택용," 56,034,893 "," 55,409,070 "," 50,838,550 "," 50,761,198 "," 46,935,021 "," 50,041,954 "," 61,533,678 "," 83,443,422 "," 79,954,469 "," 57,613,594 "," 49,457,674 "," 51,525,677 ",
2024,대구광역시,북구,일반용," 78,394,156 "," 73,826,729 "," 65,156,410 "," 61,577,403 "," 58,448,775 "," 67,186,374 "," 77,792,807 "," 89,928,101 "," 85,729,530 "," 64,858,862 "," 58,499,334 "," 66,116,771 ",
2024,대구광역시,북구,교육용," 10,378,239 "," 9,245,326 "," 9,172,062 "," 7,593,251 "," 6,783,861 "," 8,779,492 "," 9,637,633 "," 9,960,692 "," 10,575,996 "," 7,488,401 "," 7,763,127 "," 11,038,565 ",
2024,대구광역시,북구,산업용," 62,471,642 "," 60,285,218 "," 56,235,618 "," 54,917,340 "," 50,602,060 "," 52,428,246 "," 56,087,590 "," 57,223,624 "," 56,665,790 "," 50,002,509 "," 52,366,753 "," 55,947,218 ",
2024,대구광역시,북구,농사용," 795,871 "," 777,152 "," 700,943 "," 713,025 "," 718,406 "," 843,281 "," 957,579 "," 1,167,215 "," 1,163,285 "," 893,419 "," 772,170 "," 712,465 ",
2024,대구광역시,북구,가로등," 2,083,058 "," 1,987,248 "," 1,775,996 "," 1,715,388 "," 1,545,417 "," 1,490,221 "," 1,438,570 "," 1,550,342 "," 1,649,753 "," 1,759,414 "," 1,922,095 "," 1,996,789 ",
2024,대구광역시,북구,심 야," 2,619,344 "," 2,556,792 "," 2,061,984 "," 1,547,739 "," 1,334,601 "," 1,768,634 "," 2,156,526 "," 2,342,224 "," 1,922,976 "," 920,778 "," 873,329 "," 1,769,177 ",
2024,대구광역시,북구,합 계," 212,777,203 "," 204,087,535 "," 185,941,563 "," 178,825,344 "," 166,368,141 "," 182,538,202 "," 209,604,383 "," 245,615,620 "," 237,661,799 "," 183,536,977 "," 171,654,482 "," 189,106,662 ",
2024,대구광역시,수성구,주택용," 58,935,062 "," 58,515,937 "," 53,098,303 "," 53,148,063 "," 49,418,258 "," 52,971,417 "," 64,249,593 "," 88,591,681 "," 82,776,889 "," 59,369,433 "," 53,186,343 "," 54,960,015 ",
2024,대구광역시,수성구,일반용," 72,955,672 "," 69,936,796 "," 61,322,537 "," 56,409,872 "," 52,993,082 "," 60,547,320 "," 70,968,718 "," 82,262,271 "," 78,238,842 "," 59,313,935 "," 53,638,444 "," 61,380,348 ",
2024,대구광역시,수성구,교육용," 4,736,982 "," 4,123,825 "," 3,746,915 "," 3,377,228 "," 2,535,285 "," 2,993,857 "," 4,057,439 "," 3,524,250 "," 4,761,504 "," 3,071,270 "," 2,900,110 "," 4,258,602 ",
2024,대구광역시,수성구,산업용," 18,713,763 "," 17,582,694 "," 17,960,074 "," 17,237,697 "," 17,800,578 "," 18,002,342 "," 18,909,454 "," 19,517,874 "," 18,614,455 "," 17,795,186 "," 17,491,632 "," 18,136,722 ",
2024,대구광역시,수성구,농사용," 493,264 "," 476,151 "," 400,353 "," 324,767 "," 241,878 "," 275,829 "," 285,260 "," 360,620 "," 391,911 "," 286,399 "," 258,735 "," 369,343 ",
2024,대구광역시,수성구,가로등," 1,630,965 "," 1,555,311 "," 1,411,389 "," 1,346,218 "," 1,222,911 "," 1,154,617 "," 1,115,383 "," 1,206,364 "," 1,290,933 "," 1,373,544 "," 1,504,573 "," 1,568,719 ",
2024,대구광역시,수성구,심 야," 2,867,821 "," 2,771,200 "," 2,256,754 "," 1,604,337 "," 908,521 "," 1,010,975 "," 1,248,382 "," 1,286,554 "," 1,079,926 "," 595,170 "," 915,049 "," 1,856,392 ",
2024,대구광역시,수성구,합 계," 160,333,529 "," 154,961,914 "," 140,196,325 "," 133,448,182 "," 125,120,513 "," 136,956,357 "," 160,834,229 "," 196,749,614 "," 187,154,460 "," 141,804,937 "," 129,894,886 "," 142,530,141 ",
2024,대구광역시,달서구,주택용," 72,702,793 "," 72,235,667 "," 65,881,451 "," 66,451,186 "," 61,656,376 "," 65,669,951 "," 79,362,284 "," 108,298,495 "," 107,286,425 "," 77,812,612 "," 65,129,007 "," 67,076,559 ",
2024,대구광역시,달서구,일반용," 85,194,454 "," 82,431,046 "," 72,259,547 "," 68,008,718 "," 64,716,962 "," 73,850,441 "," 87,261,847 "," 100,875,297 "," 96,647,345 "," 74,270,797 "," 65,476,047 "," 72,519,192 ",
2024,대구광역시,달서구,교육용," 7,056,878 "," 6,173,715 "," 5,965,494 "," 5,512,185 "," 4,226,151 "," 5,130,244 "," 6,396,337 "," 5,731,690 "," 7,138,273 "," 4,986,526 "," 4,744,565 "," 6,826,026 ",
2024,대구광역시,달서구,산업용," 175,818,322 "," 161,327,702 "," 164,216,129 "," 163,602,617 "," 156,090,256 "," 160,952,834 "," 172,350,678 "," 165,064,455 "," 160,275,589 "," 151,044,677 "," 154,318,247 "," 160,471,712 ",
2024,대구광역시,달서구,농사용," 76,618 "," 75,346 "," 58,959 "," 63,024 "," 54,864 "," 58,147 "," 62,504 "," 83,388 "," 108,894 "," 84,348 "," 73,806 "," 85,148 ",
2024,대구광역시,달서구,가로등," 1,988,933 "," 1,896,361 "," 1,690,685 "," 1,585,832 "," 1,418,813 "," 1,341,896 "," 1,307,530 "," 1,417,928 "," 1,527,324 "," 1,646,886 "," 1,820,172 "," 1,909,724 ",
2024,대구광역시,달서구,심 야," 2,477,640 "," 2,409,347 "," 1,915,912 "," 1,479,108 "," 841,915 "," 753,444 "," 837,611 "," 912,755 "," 816,218 "," 504,384 "," 682,542 "," 1,534,919 ",
2024,대구광역시,달서구,합 계," 345,315,638 "," 326,549,184 "," 311,988,177 "," 306,702,670 "," 289,005,337 "," 307,756,957 "," 347,578,791 "," 382,384,008 "," 373,800,068 "," 310,350,230 "," 292,244,386 "," 310,423,280 ",
2024,대구광역시,달성군,주택용," 34,522,385 "," 33,979,188 "," 30,998,129 "," 30,616,525 "," 28,499,246 "," 30,353,864 "," 37,162,751 "," 50,190,629 "," 48,180,700 "," 35,003,032 "," 30,287,038 "," 31,550,377 ",
2024,대구광역시,달성군,일반용," 46,130,172 "," 43,914,517 "," 39,777,475 "," 37,785,479 "," 35,821,497 "," 40,725,586 "," 46,264,889 "," 52,724,773 "," 50,502,225 "," 39,955,879 "," 37,074,468 "," 41,265,551 ",
2024,대구광역시,달성군,교육용," 7,117,032 "," 6,438,199 "," 6,412,505 "," 5,774,314 "," 5,708,963 "," 6,606,190 "," 7,900,835 "," 7,657,249 "," 7,734,969 "," 6,074,192 "," 5,688,583 "," 7,090,697 ",
2024,대구광역시,달성군,산업용," 280,412,766 "," 251,189,088 "," 272,396,500 "," 269,147,906 "," 268,801,256 "," 267,710,629 "," 276,278,009 "," 267,663,899 "," 253,290,644 "," 258,230,664 "," 253,303,232 "," 263,963,218 ",
2024,대구광역시,달성군,농사용," 5,439,284 "," 5,327,993 "," 4,403,324 "," 3,744,335 "," 3,568,339 "," 5,982,900 "," 5,726,677 "," 6,754,618 "," 6,558,114 "," 3,968,325 "," 3,519,948 "," 4,057,579 ",
2024,대구광역시,달성군,가로등," 2,398,328 "," 2,297,075 "," 2,154,430 "," 2,099,902 "," 2,006,767 "," 1,943,056 "," 1,854,406 "," 1,965,272 "," 1,996,885 "," 2,067,397 "," 2,196,190 "," 2,268,504 ",
2024,대구광역시,달성군,심 야," 4,053,314 "," 4,010,509 "," 3,194,991 "," 2,340,270 "," 1,189,644 "," 839,260 "," 667,314 "," 606,198 "," 523,008 "," 559,814 "," 1,230,649 "," 2,454,606 ",
2024,대구광역시,달성군,합 계," 380,073,281 "," 347,156,569 "," 359,337,354 "," 351,508,731 "," 345,595,712 "," 354,161,485 "," 375,854,881 "," 387,562,638 "," 368,786,545 "," 345,859,303 "," 333,300,108 "," 352,650,532 ",
2024,대구광역시,군위군,주택용," 2,636,490 "," 2,629,097 "," 2,337,036 "," 2,229,097 "," 2,014,882 "," 2,017,075 "," 2,176,029 "," 2,913,577 "," 2,794,628 "," 2,257,929 "," 2,198,510 "," 2,346,123 ",
2024,대구광역시,군위군,일반용," 6,411,865 "," 6,404,276 "," 5,782,687 "," 5,328,131 "," 4,843,543 "," 5,192,828 "," 5,563,573 "," 6,693,584 "," 6,554,638 "," 5,580,518 "," 5,619,365 "," 5,908,857 ",
2024,대구광역시,군위군,교육용," 426,397 "," 333,936 "," 300,513 "," 287,050 "," 195,865 "," 215,131 "," 232,763 "," 227,770 "," 247,671 "," 199,448 "," 210,309 "," 328,700 ",
2024,대구광역시,군위군,산업용," 11,875,778 "," 10,880,808 "," 11,393,840 "," 11,347,424 "," 10,692,716 "," 10,714,427 "," 10,894,979 "," 10,771,678 "," 10,905,041 "," 10,238,048 "," 11,356,241 "," 11,503,089 ",
2024,대구광역시,군위군,농사용," 6,461,253 "," 6,332,259 "," 5,307,803 "," 5,057,867 "," 4,663,968 "," 6,020,296 "," 6,844,065 "," 8,261,019 "," 8,697,075 "," 6,395,511 "," 5,744,255 "," 5,663,404 ",
2024,대구광역시,군위군,가로등," 402,898 "," 371,020 "," 349,045 "," 352,665 "," 347,704 "," 348,109 "," 340,065 "," 344,208 "," 360,583 "," 372,134 "," 386,266 "," 393,001 ",
2024,대구광역시,군위군,심 야," 1,938,053 "," 1,933,864 "," 1,569,786 "," 1,164,076 "," 644,420 "," 431,799 "," 298,632 "," 284,598 "," 263,705 "," 345,513 "," 768,325 "," 1,318,024 ",
2024,대구광역시,군위군,합 계," 30,152,734 "," 28,885,260 "," 27,040,710 "," 25,766,310 "," 23,403,098 "," 24,939,665 "," 26,350,106 "," 29,496,434 "," 29,823,341 "," 25,389,101 "," 26,283,271 "," 27,461,198 ",
2024,인천광역시,중구,주택용," 26,437,634 "," 25,928,350 "," 23,175,510 "," 22,802,049 "," 21,235,791 "," 22,691,228 "," 27,429,367 "," 38,586,486 "," 36,553,756 "," 25,557,815 "," 23,116,601 "," 24,833,253 ",
2024,인천광역시,중구,일반용," 129,861,195 "," 119,224,620 "," 110,280,168 "," 102,891,387 "," 103,841,786 "," 115,600,195 "," 138,283,688 "," 158,597,801 "," 146,011,432 "," 118,715,319 "," 111,173,399 "," 137,946,693 ",
2024,인천광역시,중구,교육용," 2,777,798 "," 2,253,246 "," 2,411,169 "," 1,718,735 "," 1,378,455 "," 1,577,761 "," 1,837,365 "," 2,145,212 "," 1,983,961 "," 1,474,352 "," 1,833,516 "," 2,975,486 ",
2024,인천광역시,중구,산업용," 85,662,622 "," 72,552,411 "," 61,902,330 "," 86,243,782 "," 76,234,061 "," 77,201,318 "," 84,486,500 "," 86,091,386 "," 80,396,208 "," 78,883,292 "," 75,121,905 "," 77,676,225 ",
2024,인천광역시,중구,농사용," 693,382 "," 699,343 "," 722,935 "," 733,269 "," 767,735 "," 831,054 "," 859,017 "," 1,132,232 "," 1,154,777 "," 938,244 "," 1,162,221 "," 769,708 ",
2024,인천광역시,중구,가로등," 2,620,854 "," 2,570,397 "," 2,349,288 "," 2,259,883 "," 2,022,735 "," 1,947,757 "," 1,844,712 "," 1,968,550 "," 2,089,180 "," 2,197,616 "," 2,425,303 "," 2,521,833 ",
2024,인천광역시,중구,심 야," 2,679,144 "," 2,680,580 "," 2,131,352 "," 1,534,978 "," 904,385 "," 902,055 "," 878,661 "," 953,182 "," 905,109 "," 647,478 "," 860,772 "," 1,643,758 ",
2024,인천광역시,중구,합 계," 250,732,629 "," 225,908,947 "," 202,972,752 "," 218,184,083 "," 206,384,948 "," 220,751,368 "," 255,619,310 "," 289,474,849 "," 269,094,423 "," 228,414,116 "," 215,693,717 "," 248,366,956 ",
2024,인천광역시,동구,주택용," 8,291,813 "," 7,952,559 "," 7,294,890 "," 6,996,465 "," 6,644,894 "," 6,997,043 "," 8,530,152 "," 11,662,335 "," 10,373,476 "," 7,315,954 "," 6,905,950 "," 7,533,725 ",
2024,인천광역시,동구,일반용," 11,787,764 "," 10,832,642 "," 9,064,497 "," 7,966,093 "," 7,214,263 "," 7,989,299 "," 9,348,056 "," 10,929,450 "," 10,356,484 "," 7,977,322 "," 7,745,735 "," 9,941,061 ",
2024,인천광역시,동구,교육용," 1,106,976 "," 817,772 "," 914,361 "," 603,409 "," 545,901 "," 639,916 "," 711,146 "," 771,792 "," 782,165 "," 559,067 "," 687,315 "," 1,120,157 ",
2024,인천광역시,동구,산업용," 287,294,926 "," 209,310,649 "," 205,025,646 "," 208,189,618 "," 208,916,525 "," 223,772,899 "," 181,213,530 "," 228,098,434 "," 194,707,143 "," 237,858,573 "," 224,769,166 "," 215,356,557 ",
2024,인천광역시,동구,농사용," 3,528 "," 2,746 "," 3,248 "," 3,061 "," 3,902 "," 5,059 "," 7,720 "," 15,255 "," 6,955 "," 4,118 "," 4,256 "," 2,315 ",
2024,인천광역시,동구,가로등," 390,726 "," 372,437 "," 350,712 "," 333,457 "," 317,523 "," 301,130 "," 293,497 "," 306,234 "," 316,377 "," 335,509 "," 358,594 "," 373,270 ",
2024,인천광역시,동구,심 야," 426,156 "," 398,144 "," 350,046 "," 144,309 "," 70,110 "," 81,761 "," 93,572 "," 122,576 "," 88,925 "," 35,364 "," 110,972 "," 327,204 ",
2024,인천광역시,동구,합 계," 309,301,889 "," 229,686,949 "," 223,003,400 "," 224,236,412 "," 223,713,118 "," 239,787,107 "," 200,197,673 "," 251,906,076 "," 216,631,525 "," 254,085,907 "," 240,581,988 "," 234,654,289 ",
2024,인천광역시,미추홀구,주택용," 58,806,744 "," 57,638,783 "," 51,814,998 "," 51,254,412 "," 48,200,775 "," 51,354,244 "," 62,126,078 "," 87,153,912 "," 85,480,631 "," 58,943,555 "," 52,038,644 "," 55,895,218 ",
2024,인천광역시,미추홀구,일반용," 68,052,481 "," 64,407,269 "," 55,452,552 "," 50,265,839 "," 46,269,123 "," 51,770,043 "," 60,786,393 "," 71,827,352 "," 69,162,934 "," 52,706,236 "," 47,588,917 "," 56,120,291 ",
2024,인천광역시,미추홀구,교육용," 7,084,090 "," 5,379,031 "," 6,095,901 "," 4,186,051 "," 4,108,466 "," 4,890,770 "," 5,400,635 "," 6,009,735 "," 5,642,827 "," 4,230,676 "," 4,902,399 "," 7,476,416 ",
2024,인천광역시,미추홀구,산업용," 37,601,661 "," 33,630,270 "," 32,707,411 "," 30,482,703 "," 29,915,577 "," 31,273,091 "," 33,727,140 "," 33,875,204 "," 32,186,687 "," 30,724,376 "," 31,958,056 "," 34,691,111 ",
2024,인천광역시,미추홀구,농사용," 44,379 "," 40,008 "," 30,655 "," 27,364 "," 21,223 "," 19,851 "," 22,850 "," 27,138 "," 27,523 "," 23,104 "," 21,476 "," 24,825 ",
2024,인천광역시,미추홀구,가로등," 1,163,691 "," 1,116,405 "," 1,009,328 "," 960,692 "," 868,732 "," 821,713 "," 794,018 "," 856,507 "," 911,945 "," 1,000,636 "," 1,097,818 "," 1,138,838 ",
2024,인천광역시,미추홀구,심 야," 1,588,711 "," 1,495,959 "," 1,161,319 "," 1,183,980 "," 1,053,374 "," 1,123,195 "," 1,293,265 "," 1,422,285 "," 1,175,830 "," 781,728 "," 602,173 "," 982,738 ",
2024,인천광역시,미추홀구,합 계," 174,341,757 "," 163,707,725 "," 148,272,164 "," 138,361,041 "," 130,437,270 "," 141,252,907 "," 164,150,379 "," 201,172,133 "," 194,588,377 "," 148,410,311 "," 138,209,483 "," 156,329,437 ",
2024,인천광역시,서구,주택용," 93,852,059 "," 90,619,117 "," 83,295,249 "," 81,562,847 "," 77,119,054 "," 83,218,311 "," 103,865,467 "," 141,028,245 "," 132,984,872 "," 94,426,792 "," 82,859,299 "," 88,993,745 ",
2024,인천광역시,서구,일반용," 139,022,179 "," 131,227,927 "," 115,163,729 "," 104,850,871 "," 100,124,380 "," 111,156,867 "," 130,226,148 "," 150,282,904 "," 141,737,592 "," 114,318,186 "," 108,187,378 "," 128,045,704 ",
2024,인천광역시,서구,교육용," 6,079,077 "," 4,746,377 "," 5,251,092 "," 3,178,734 "," 2,703,840 "," 3,238,231 "," 3,946,675 "," 4,256,812 "," 4,196,725 "," 2,927,752 "," 4,023,753 "," 7,060,242 ",
2024,인천광역시,서구,산업용," 337,034,967 "," 315,890,576 "," 313,542,756 "," 306,277,177 "," 292,733,080 "," 296,548,127 "," 314,332,325 "," 312,921,467 "," 301,625,335 "," 295,762,295 "," 302,438,521 "," 318,848,072 ",
2024,인천광역시,서구,농사용," 954,529 "," 920,374 "," 769,703 "," 884,566 "," 1,031,992 "," 1,085,261 "," 611,703 "," 1,242,679 "," 1,112,533 "," 635,456 "," 694,295 "," 750,467 ",
2024,인천광역시,서구,가로등," 3,444,990 "," 3,322,267 "," 3,007,873 "," 2,876,843 "," 2,631,238 "," 2,482,856 "," 2,421,672 "," 2,623,789 "," 2,717,939 "," 2,963,294 "," 3,162,594 "," 3,352,133 ",
2024,인천광역시,서구,심 야," 1,600,300 "," 1,544,769 "," 1,223,933 "," 861,915 "," 483,383 "," 434,543 "," 387,520 "," 417,830 "," 332,347 "," 315,989 "," 558,229 "," 1,081,561 ",
2024,인천광역시,서구,합 계," 581,988,101 "," 548,271,407 "," 522,254,335 "," 500,492,953 "," 476,826,967 "," 498,164,196 "," 555,791,510 "," 612,773,726 "," 584,707,343 "," 511,349,764 "," 501,924,069 "," 548,131,924 ",
2024,인천광역시,남동구,주택용," 70,029,387 "," 68,591,565 "," 61,419,504 "," 60,719,795 "," 56,575,405 "," 60,189,648 "," 71,082,512 "," 99,781,550 "," 97,491,578 "," 67,891,184 "," 59,157,019 "," 63,189,946 ",
2024,인천광역시,남동구,일반용," 96,358,633 "," 89,984,376 "," 77,636,873 "," 70,491,647 "," 67,355,509 "," 76,865,951 "," 90,255,165 "," 106,031,606 "," 99,001,906 "," 75,335,606 "," 68,811,623 "," 82,667,839 ",
2024,인천광역시,남동구,교육용," 4,729,487 "," 3,607,103 "," 4,082,311 "," 2,524,955 "," 2,181,522 "," 2,823,313 "," 3,333,396 "," 3,608,134 "," 3,519,751 "," 2,292,550 "," 3,136,403 "," 5,518,708 ",
2024,인천광역시,남동구,산업용," 192,229,847 "," 174,388,506 "," 167,311,603 "," 160,316,288 "," 151,527,759 "," 157,247,931 "," 169,321,319 "," 164,935,807 "," 161,773,681 "," 150,138,129 "," 156,122,448 "," 172,283,384 ",
2024,인천광역시,남동구,농사용," 1,374,402 "," 1,310,208 "," 1,078,422 "," 833,974 "," 623,842 "," 667,301 "," 705,555 "," 1,040,546 "," 1,054,849 "," 728,596 "," 699,986 "," 1,037,723 ",
