연도,시도,시군구,계약종별, 1월 , 2월 , 3월 , 4월 , 5월 , 6월 , 7월 , 8월 , 9월 , 10월 , 11월 , 12월 ,
2024,경기도,포천시,농사용," 22,181,286 "," 21,849,513 "," 18,382,763 "," 16,838,780 "," 15,731,365 "," 16,949,071 "," 17,379,455 "," 22,216,751 "," 21,389,942 "," 16,761,777 "," 18,839,869 "," 19,375,753 ",
2024,경기도,포천시,가로등," 1,730,042 "," 1,590,285 "," 1,491,794 "," 1,452,782 "," 1,358,323 "," 1,276,751 "," 1,266,884 "," 1,334,514 "," 1,437,388 "," 1,535,119 "," 1,629,622 "," 1,700,854 ",
2024,경기도,포천시,심 야," 24,468,675 "," 23,646,865 "," 18,452,105 "," 13,088,918 "," 6,309,269 "," 4,206,278 "," 2,670,506 "," 2,404,913 "," 2,192,920 "," 3,823,642 "," 8,689,280 "," 16,892,836 ",
2024,경기도,포천시,합 계," 285,071,049 "," 285,719,760 "," 238,863,333 "," 231,932,302 "," 198,706,623 "," 201,448,486 "," 209,074,021 "," 227,171,852 "," 224,888,379 "," 192,608,665 "," 215,554,762 "," 245,320,303 ",
2024,경기도,가평군,주택용," 9,679,411 "," 9,073,235 "," 8,001,036 "," 7,522,970 "," 6,968,841 "," 7,269,651 "," 8,439,212 "," 11,508,162 "," 10,461,655 "," 7,936,091 "," 7,741,348 "," 8,612,495 ",
2024,경기도,가평군,일반용," 45,130,923 "," 41,770,704 "," 35,870,862 "," 29,437,750 "," 25,858,843 "," 28,185,062 "," 31,261,668 "," 38,689,360 "," 35,651,971 "," 27,687,396 "," 29,416,474 "," 36,532,677 ",
2024,경기도,가평군,교육용," 1,633,805 "," 1,232,858 "," 1,289,928 "," 998,915 "," 748,838 "," 845,718 "," 991,772 "," 984,832 "," 970,527 "," 767,769 "," 943,920 "," 1,488,405 ",
2024,경기도,가평군,산업용," 8,922,209 "," 8,482,833 "," 7,896,750 "," 7,512,856 "," 7,018,694 "," 7,140,789 "," 7,394,005 "," 7,780,041 "," 7,647,662 "," 7,516,546 "," 7,670,758 "," 8,296,650 ",
2024,경기도,가평군,농사용," 3,412,726 "," 3,356,477 "," 2,927,087 "," 2,690,473 "," 2,379,646 "," 2,664,616 "," 3,171,415 "," 4,305,268 "," 4,790,074 "," 3,488,953 "," 3,380,673 "," 2,942,530 ",
2024,경기도,가평군,가로등," 817,983 "," 773,959 "," 802,279 "," 771,322 "," 749,526 "," 718,827 "," 695,585 "," 754,230 "," 745,901 "," 784,478 "," 796,703 "," 831,163 ",
2024,경기도,가평군,심 야," 13,804,812 "," 13,169,181 "," 10,387,825 "," 7,444,101 "," 3,975,714 "," 3,038,417 "," 2,225,521 "," 2,275,713 "," 1,900,872 "," 2,538,375 "," 5,212,394 "," 9,138,496 ",
2024,경기도,가평군,합 계," 83,401,869 "," 77,859,247 "," 67,175,767 "," 56,378,387 "," 47,700,102 "," 49,863,080 "," 54,179,178 "," 66,297,606 "," 62,168,662 "," 50,719,608 "," 55,162,270 "," 67,842,416 ",
2024,경기도,양평군,주택용," 19,946,808 "," 19,030,341 "," 16,322,740 "," 15,431,587 "," 13,767,029 "," 14,068,306 "," 15,766,552 "," 22,701,441 "," 23,186,291 "," 17,032,240 "," 15,472,154 "," 17,074,766 ",
2024,경기도,양평군,일반용," 36,989,061 "," 35,458,829 "," 29,230,336 "," 25,502,321 "," 21,775,775 "," 23,480,091 "," 25,751,026 "," 31,580,129 "," 30,507,273 "," 23,971,409 "," 24,065,771 "," 29,906,985 ",
2024,경기도,양평군,교육용," 2,340,280 "," 1,825,339 "," 1,558,275 "," 1,358,034 "," 816,535 "," 877,212 "," 1,182,512 "," 1,126,910 "," 1,390,522 "," 947,766 "," 1,027,005 "," 1,895,968 ",
2024,경기도,양평군,산업용," 12,274,318 "," 11,122,960 "," 10,451,306 "," 9,708,999 "," 9,537,869 "," 9,945,345 "," 10,288,174 "," 10,878,037 "," 10,490,161 "," 9,866,151 "," 10,416,161 "," 11,332,018 ",
2024,경기도,양평군,농사용," 11,581,096 "," 10,969,034 "," 9,866,343 "," 8,842,823 "," 8,633,017 "," 10,424,468 "," 10,390,408 "," 13,625,353 "," 13,809,571 "," 9,918,631 "," 12,781,022 "," 9,929,229 ",
2024,경기도,양평군,가로등," 1,393,301 "," 1,333,042 "," 1,291,096 "," 1,285,572 "," 1,236,547 "," 1,227,737 "," 1,213,921 "," 1,298,589 "," 1,330,641 "," 1,296,695 "," 1,354,378 "," 1,347,641 ",
2024,경기도,양평군,심 야," 32,325,823 "," 30,714,498 "," 23,909,056 "," 17,063,937 "," 8,679,618 "," 5,994,332 "," 4,057,846 "," 3,694,997 "," 3,275,218 "," 5,032,230 "," 10,997,279 "," 21,821,594 ",
2024,경기도,양평군,합 계," 116,850,687 "," 110,454,043 "," 92,629,152 "," 79,193,273 "," 64,446,390 "," 66,017,491 "," 68,650,439 "," 84,905,456 "," 83,989,677 "," 68,065,122 "," 76,113,770 "," 93,308,201 ",
2024,경기도,이천시,주택용," 31,195,854 "," 30,697,809 "," 26,945,417 "," 26,369,888 "," 24,213,533 "," 25,962,378 "," 30,875,929 "," 43,293,937 "," 42,176,304 "," 29,940,978 "," 26,791,716 "," 28,659,124 ",
2024,경기도,이천시,일반용," 98,202,567 "," 91,806,456 "," 81,577,592 "," 73,520,479 "," 69,772,062 "," 77,199,503 "," 88,418,132 "," 99,975,285 "," 93,769,044 "," 75,708,475 "," 73,117,513 "," 88,124,679 ",
2024,경기도,이천시,교육용," 4,787,486 "," 3,367,828 "," 3,179,626 "," 3,034,289 "," 1,861,405 "," 2,082,825 "," 2,515,809 "," 2,299,972 "," 3,007,848 "," 2,204,995 "," 2,207,021 "," 3,764,709 ",
2024,경기도,이천시,산업용," 314,393,975 "," 292,753,224 "," 604,020,868 "," 305,429,951 "," 366,878,917 "," 333,192,840 "," 345,871,584 "," 431,888,872 "," 343,304,790 "," 407,928,467 "," 300,725,771 "," 314,459,249 ",
2024,경기도,이천시,농사용," 30,817,965 "," 29,546,199 "," 25,132,558 "," 21,074,008 "," 18,490,387 "," 19,892,589 "," 21,387,979 "," 27,606,782 "," 26,752,151 "," 21,197,276 "," 29,975,913 "," 25,717,686 ",
2024,경기도,이천시,가로등," 1,075,877 "," 1,032,658 "," 966,943 "," 913,485 "," 832,482 "," 790,815 "," 771,634 "," 814,136 "," 882,478 "," 966,868 "," 1,068,855 "," 1,128,701 ",
2024,경기도,이천시,심 야," 22,357,549 "," 21,292,244 "," 16,804,387 "," 11,535,943 "," 5,571,636 "," 3,739,641 "," 2,655,085 "," 2,379,877 "," 2,176,626 "," 3,485,489 "," 7,632,877 "," 15,463,503 ",
2024,경기도,이천시,합 계," 502,831,273 "," 470,496,418 "," 758,627,391 "," 441,878,043 "," 487,620,422 "," 462,860,591 "," 492,496,152 "," 608,258,861 "," 512,069,241 "," 541,432,548 "," 441,519,666 "," 477,317,651 ",
2024,경기도,용인시,주택용," 153,365,029 "," 151,490,834 "," 135,522,091 "," 135,375,381 "," 125,455,823 "," 131,117,176 "," 151,556,520 "," 212,235,330 "," 209,282,469 "," 151,378,350 "," 134,908,226 "," 142,825,006 ",
2024,경기도,용인시,일반용," 306,185,911 "," 285,100,761 "," 255,741,734 "," 236,128,299 "," 229,691,618 "," 253,043,794 "," 289,017,059 "," 327,026,046 "," 306,089,332 "," 249,273,953 "," 235,581,085 "," 272,464,162 ",
2024,경기도,용인시,교육용," 22,955,958 "," 17,414,706 "," 18,072,943 "," 14,847,023 "," 11,821,477 "," 13,486,546 "," 15,464,792 "," 15,390,347 "," 17,679,360 "," 12,945,616 "," 13,882,450 "," 20,916,004 ",
2024,경기도,용인시,산업용," 470,734,852 "," 442,363,665 "," 456,368,315 "," 450,028,638 "," 458,114,445 "," 458,005,409 "," 491,102,679 "," 505,887,490 "," 481,109,289 "," 416,228,422 "," 401,653,733 "," 429,033,955 ",
2024,경기도,용인시,농사용," 20,147,964 "," 19,376,209 "," 15,380,461 "," 12,085,040 "," 9,292,370 "," 9,417,672 "," 9,898,289 "," 13,681,855 "," 13,451,915 "," 9,966,090 "," 12,413,987 "," 14,719,583 ",
2024,경기도,용인시,가로등," 6,006,970 "," 5,782,888 "," 5,386,842 "," 5,277,763 "," 4,919,486 "," 4,761,475 "," 4,569,926 "," 4,892,662 "," 5,175,029 "," 5,637,908 "," 6,173,872 "," 6,495,414 ",
2024,경기도,용인시,심 야," 22,321,371 "," 21,774,713 "," 17,023,835 "," 12,294,751 "," 6,743,714 "," 5,897,834 "," 5,786,487 "," 6,201,591 "," 4,913,889 "," 4,000,142 "," 7,608,483 "," 15,150,460 ",
2024,경기도,용인시,합 계," 1,001,718,055 "," 943,303,776 "," 903,496,221 "," 866,036,895 "," 846,038,933 "," 875,729,906 "," 967,395,752 "," 1,085,315,321 "," 1,037,701,283 "," 849,430,481 "," 812,221,836 "," 901,604,584 ",
2024,경기도,안성시,주택용," 28,844,422 "," 28,267,021 "," 25,144,703 "," 24,652,087 "," 22,789,328 "," 24,018,435 "," 27,934,767 "," 39,897,742 "," 40,435,562 "," 29,074,633 "," 24,810,485 "," 26,656,593 ",
2024,경기도,안성시,일반용," 75,687,437 "," 71,742,714 "," 62,975,530 "," 57,655,824 "," 53,220,830 "," 58,723,358 "," 67,262,603 "," 76,473,417 "," 71,622,808 "," 59,182,463 "," 56,718,785 "," 66,767,006 ",
2024,경기도,안성시,교육용," 6,861,665 "," 5,217,292 "," 5,499,749 "," 4,394,340 "," 3,634,987 "," 4,122,112 "," 4,478,297 "," 4,585,374 "," 5,082,701 "," 3,848,933 "," 4,222,007 "," 6,422,495 ",
2024,경기도,안성시,산업용," 189,024,633 "," 176,345,040 "," 171,556,245 "," 170,730,929 "," 168,850,455 "," 174,202,668 "," 189,021,789 "," 190,751,803 "," 180,933,556 "," 168,308,019 "," 165,754,890 "," 177,368,775 ",
2024,경기도,안성시,농사용," 27,986,264 "," 28,075,638 "," 24,341,182 "," 21,751,287 "," 19,299,594 "," 21,236,692 "," 22,726,462 "," 29,149,793 "," 29,827,527 "," 23,192,658 "," 26,233,082 "," 22,853,279 ",
2024,경기도,안성시,가로등," 1,792,439 "," 1,727,389 "," 1,607,992 "," 1,532,901 "," 1,445,728 "," 1,389,662 "," 1,345,783 "," 1,458,793 "," 1,522,122 "," 1,714,774 "," 2,158,231 "," 2,082,813 ",
2024,경기도,안성시,심 야," 21,174,309 "," 20,762,413 "," 16,456,645 "," 12,084,335 "," 6,024,803 "," 4,400,718 "," 2,982,039 "," 2,747,549 "," 2,486,117 "," 3,138,871 "," 6,682,749 "," 13,996,829 ",
2024,경기도,안성시,합 계," 351,371,169 "," 332,137,507 "," 307,582,046 "," 292,801,703 "," 275,265,725 "," 288,093,645 "," 315,751,740 "," 345,064,471 "," 331,910,393 "," 288,460,351 "," 286,580,229 "," 316,147,790 ",
2024,경기도,김포시,주택용," 72,716,795 "," 72,738,605 "," 64,290,264 "," 64,400,538 "," 59,006,531 "," 61,481,672 "," 69,794,450 "," 97,641,798 "," 105,695,547 "," 75,510,324 "," 62,788,247 "," 64,887,796 ",
2024,경기도,김포시,일반용," 116,094,038 "," 109,441,339 "," 94,590,958 "," 85,750,403 "," 81,406,913 "," 90,670,535 "," 107,263,675 "," 122,843,328 "," 115,398,305 "," 90,076,032 "," 86,145,712 "," 101,174,901 ",
2024,경기도,김포시,교육용," 4,982,227 "," 3,967,656 "," 4,610,025 "," 3,013,489 "," 2,648,922 "," 3,137,136 "," 3,819,486 "," 3,836,784 "," 3,962,634 "," 2,745,311 "," 3,674,881 "," 6,159,304 ",
2024,경기도,김포시,산업용," 215,332,746 "," 211,522,187 "," 191,933,214 "," 178,236,457 "," 160,389,199 "," 165,524,664 "," 167,945,198 "," 167,947,663 "," 169,738,570 "," 151,541,027 "," 177,341,357 "," 192,921,848 ",
2024,경기도,김포시,농사용," 10,313,325 "," 10,006,002 "," 8,582,099 "," 9,095,706 "," 10,348,470 "," 10,524,591 "," 7,911,665 "," 12,511,104 "," 11,295,733 "," 8,067,880 "," 8,641,014 "," 8,167,136 ",
2024,경기도,김포시,가로등," 3,256,147 "," 3,146,598 "," 2,824,229 "," 2,697,712 "," 2,457,923 "," 2,344,281 "," 2,309,454 "," 2,450,216 "," 2,628,012 "," 2,795,414 "," 3,046,387 "," 3,159,192 ",
2024,경기도,김포시,심 야," 11,775,551 "," 11,386,193 "," 8,783,462 "," 5,912,804 "," 2,838,544 "," 2,004,893 "," 1,389,225 "," 1,310,403 "," 1,090,690 "," 1,360,115 "," 3,343,981 "," 7,583,350 ",
2024,경기도,김포시,합 계," 434,470,829 "," 422,208,580 "," 375,614,251 "," 349,107,109 "," 319,096,502 "," 335,687,772 "," 360,433,153 "," 408,541,296 "," 409,809,491 "," 332,096,103 "," 344,981,579 "," 384,053,527 ",
2024,경기도,부천시,주택용," 108,259,287 "," 104,463,244 "," 95,483,263 "," 93,162,230 "," 87,678,903 "," 93,871,562 "," 114,149,361 "," 156,939,596 "," 144,470,358 "," 100,649,821 "," 92,125,338 "," 99,754,011 ",
2024,경기도,부천시,일반용," 141,063,692 "," 131,532,888 "," 113,383,097 "," 104,257,522 "," 100,202,224 "," 113,480,737 "," 132,195,334 "," 153,400,058 "," 144,517,306 "," 110,884,606 "," 101,882,277 "," 121,410,556 ",
2024,경기도,부천시,교육용," 10,375,644 "," 7,554,639 "," 8,352,726 "," 6,090,845 "," 4,897,518 "," 6,013,617 "," 7,272,901 "," 7,088,348 "," 8,216,977 "," 5,410,295 "," 6,018,206 "," 10,153,360 ",
2024,경기도,부천시,산업용," 149,194,288 "," 138,952,927 "," 133,760,339 "," 128,174,432 "," 122,101,342 "," 128,927,807 "," 143,914,153 "," 147,764,394 "," 142,084,178 "," 124,111,045 "," 125,420,116 "," 133,913,492 ",
2024,경기도,부천시,농사용," 399,125 "," 411,469 "," 319,258 "," 290,629 "," 249,491 "," 256,834 "," 264,369 "," 316,459 "," 379,044 "," 289,778 "," 270,203 "," 324,886 ",
2024,경기도,부천시,가로등," 2,369,521 "," 2,229,724 "," 2,006,476 "," 1,897,582 "," 1,731,043 "," 1,649,228 "," 1,585,083 "," 1,721,868 "," 1,836,072 "," 1,966,848 "," 2,175,556 "," 2,266,753 ",
2024,경기도,부천시,심 야," 1,349,231 "," 1,314,067 "," 1,017,265 "," 804,663 "," 986,074 "," 1,710,335 "," 2,529,911 "," 2,919,576 "," 2,009,208 "," 757,381 "," 398,924 "," 821,602 ",
2024,경기도,부천시,합 계," 413,010,788 "," 386,458,958 "," 354,322,424 "," 334,677,903 "," 317,846,595 "," 345,910,120 "," 401,911,112 "," 470,150,299 "," 443,513,143 "," 344,069,774 "," 328,290,620 "," 368,644,660 ",
2024,경기도,성남시,주택용," 130,517,840 "," 126,091,296 "," 114,832,227 "," 113,130,952 "," 106,853,388 "," 115,969,160 "," 140,004,235 "," 190,646,511 "," 178,446,229 "," 125,280,437 "," 112,447,545 "," 120,020,979 ",
2024,경기도,성남시,일반용," 291,053,513 "," 265,784,910 "," 249,812,575 "," 236,719,923 "," 240,191,780 "," 267,547,936 "," 309,238,021 "," 339,343,366 "," 308,857,550 "," 253,507,884 "," 237,283,760 "," 270,074,158 ",
2024,경기도,성남시,교육용," 14,062,938 "," 10,670,226 "," 11,124,392 "," 8,829,524 "," 7,097,234 "," 8,753,238 "," 10,218,854 "," 9,841,742 "," 11,689,173 "," 8,049,683 "," 8,536,739 "," 13,733,039 ",
2024,경기도,성남시,산업용," 75,448,880 "," 66,416,150 "," 69,494,377 "," 65,605,482 "," 69,044,296 "," 72,142,113 "," 79,519,004 "," 82,403,107 "," 75,693,068 "," 69,327,189 "," 67,065,733 "," 73,032,271 ",
2024,경기도,성남시,농사용," 1,980,299 "," 1,907,133 "," 1,373,842 "," 892,928 "," 497,407 "," 456,192 "," 469,759 "," 633,439 "," 664,197 "," 490,566 "," 604,462 "," 1,343,312 ",
2024,경기도,성남시,가로등," 6,063,070 "," 5,835,546 "," 5,436,959 "," 5,328,176 "," 5,077,334 "," 4,931,346 "," 4,792,924 "," 5,067,909 "," 5,161,742 "," 5,467,048 "," 5,759,758 "," 5,879,663 ",
2024,경기도,성남시,심 야," 2,514,891 "," 2,318,390 "," 2,002,837 "," 2,008,701 "," 2,994,622 "," 5,892,946 "," 8,881,429 "," 10,551,054 "," 7,952,760 "," 2,422,351 "," 1,432,754 "," 2,008,989 ",
2024,경기도,성남시,합 계," 521,641,431 "," 479,023,651 "," 454,077,209 "," 432,515,686 "," 431,756,061 "," 475,692,931 "," 553,124,226 "," 638,487,128 "," 588,464,719 "," 464,545,158 "," 433,130,751 "," 486,092,411 ",
2024,경기도,수원시,주택용," 171,420,336 "," 166,631,022 "," 151,312,059 "," 149,842,802 "," 141,971,188 "," 152,560,237 "," 184,118,394 "," 254,206,576 "," 239,376,640 "," 168,805,627 "," 149,114,308 "," 158,256,151 ",
2024,경기도,수원시,일반용," 311,202,395 "," 288,784,228 "," 264,008,327 "," 247,054,509 "," 246,610,817 "," 274,782,762 "," 317,075,301 "," 356,703,843 "," 332,918,812 "," 268,029,489 "," 249,592,146 "," 285,070,150 ",
2024,경기도,수원시,교육용," 26,298,552 "," 21,126,651 "," 22,127,854 "," 18,490,098 "," 16,701,253 "," 19,316,601 "," 22,989,792 "," 22,701,644 "," 24,126,778 "," 17,632,584 "," 17,752,888 "," 25,706,874 ",
2024,경기도,수원시,산업용," 59,090,564 "," 55,843,743 "," 54,662,106 "," 52,055,814 "," 53,511,228 "," 58,489,277 "," 63,551,936 "," 67,041,203 "," 60,705,108 "," 55,515,753 "," 52,583,746 "," 53,452,505 ",
2024,경기도,수원시,농사용," 940,133 "," 884,614 "," 711,554 "," 571,978 "," 518,574 "," 587,275 "," 576,908 "," 819,978 "," 896,964 "," 610,851 "," 678,575 "," 741,698 ",
2024,경기도,수원시,가로등," 4,926,964 "," 4,735,306 "," 4,273,876 "," 4,187,818 "," 3,776,475 "," 3,645,208 "," 3,496,859 "," 3,775,064 "," 4,003,331 "," 4,183,854 "," 4,578,009 "," 4,711,993 ",
2024,경기도,수원시,심 야," 4,697,089 "," 4,477,757 "," 3,500,334 "," 2,656,517 "," 1,825,701 "," 1,766,316 "," 2,544,008 "," 3,475,516 "," 2,527,793 "," 1,612,838 "," 1,582,710 "," 3,238,356 ",
2024,경기도,수원시,합 계," 578,576,033 "," 542,483,321 "," 500,596,110 "," 474,859,536 "," 464,915,236 "," 511,147,676 "," 594,353,198 "," 708,723,824 "," 664,555,426 "," 516,390,996 "," 475,882,382 "," 531,177,727 ",
2024,경기도,안양시,주택용," 74,572,737 "," 73,551,026 "," 66,385,725 "," 65,876,910 "," 61,853,499 "," 65,472,007 "," 77,190,413 "," 107,116,802 "," 105,246,375 "," 75,536,304 "," 66,914,828 "," 71,262,876 ",
2024,경기도,안양시,일반용," 161,899,409 "," 149,165,614 "," 139,046,287 "," 130,735,914 "," 132,245,598 "," 142,919,192 "," 162,077,059 "," 178,160,132 "," 167,951,943 "," 141,621,225 "," 131,244,090 "," 148,025,516 ",
2024,경기도,안양시,교육용," 8,057,050 "," 5,875,019 "," 5,867,739 "," 5,151,309 "," 3,705,198 "," 4,425,975 "," 5,115,391 "," 5,192,094 "," 6,230,333 "," 4,402,170 "," 4,407,769 "," 7,452,468 ",
2024,경기도,안양시,산업용," 42,192,408 "," 37,252,298 "," 35,217,441 "," 33,144,291 "," 32,281,721 "," 33,784,155 "," 38,142,316 "," 39,271,962 "," 36,157,980 "," 33,189,119 "," 32,495,203 "," 36,570,399 ",
2024,경기도,안양시,농사용," 95,624 "," 82,259 "," 67,832 "," 52,513 "," 40,145 "," 43,398 "," 43,538 "," 52,423 "," 54,903 "," 40,488 "," 41,414 "," 79,009 ",
2024,경기도,안양시,가로등," 1,898,499 "," 1,871,348 "," 1,731,248 "," 1,749,703 "," 1,652,391 "," 1,648,583 "," 1,515,338 "," 1,635,563 "," 1,709,871 "," 1,755,173 "," 1,889,091 "," 1,911,394 ",
2024,경기도,안양시,심 야," 1,012,331 "," 1,009,587 "," 836,508 "," 713,713 "," 547,826 "," 800,857 "," 1,165,445 "," 1,404,122 "," 1,088,079 "," 506,621 "," 439,426 "," 708,955 ",
2024,경기도,안양시,합 계," 289,728,058 "," 268,807,151 "," 249,152,780 "," 237,424,353 "," 232,326,378 "," 249,094,167 "," 285,249,500 "," 332,833,098 "," 318,439,484 "," 257,051,100 "," 237,431,821 "," 266,010,617 ",
2024,경기도,고양시,주택용," 141,596,254 "," 135,478,659 "," 125,368,363 "," 121,230,249 "," 115,488,257 "," 123,501,723 "," 152,940,413 "," 206,867,243 "," 183,548,512 "," 131,338,395 "," 121,812,168 "," 132,067,522 ",
2024,경기도,고양시,일반용," 226,989,758 "," 218,633,701 "," 184,451,400 "," 170,461,512 "," 162,094,107 "," 181,409,124 "," 210,031,138 "," 241,899,600 "," 229,895,879 "," 179,487,703 "," 167,062,069 "," 214,124,052 ",
2024,경기도,고양시,교육용," 13,114,090 "," 9,894,183 "," 9,337,013 "," 8,913,233 "," 6,247,860 "," 7,003,935 "," 9,199,138 "," 8,374,433 "," 10,287,484 "," 7,333,016 "," 7,312,324 "," 11,217,736 ",
2024,경기도,고양시,산업용," 75,420,991 "," 72,194,963 "," 64,040,276 "," 61,060,771 "," 55,940,001 "," 58,899,924 "," 65,742,965 "," 70,307,702 "," 66,989,343 "," 58,174,933 "," 59,415,083 "," 68,963,230 ",
2024,경기도,고양시,농사용," 24,419,453 "," 23,638,479 "," 17,973,570 "," 13,049,696 "," 8,399,953 "," 7,555,857 "," 7,356,886 "," 9,547,137 "," 9,602,486 "," 7,634,303 "," 10,520,158 "," 18,220,603 ",
2024,경기도,고양시,가로등," 5,049,913 "," 4,774,134 "," 4,268,857 "," 3,994,956 "," 3,605,209 "," 3,405,162 "," 3,290,928 "," 3,567,436 "," 3,862,476 "," 4,149,330 "," 4,546,775 "," 4,777,038 ",
2024,경기도,고양시,심 야," 9,077,884 "," 8,787,145 "," 6,802,670 "," 5,094,631 "," 3,474,607 "," 3,988,126 "," 4,416,735 "," 4,872,682 "," 3,949,241 "," 2,302,442 "," 2,992,827 "," 5,879,778 ",
2024,경기도,고양시,합 계," 495,668,343 "," 473,401,264 "," 412,242,149 "," 383,805,048 "," 355,249,994 "," 385,763,851 "," 452,978,203 "," 545,436,233 "," 508,135,421 "," 390,420,122 "," 373,661,404 "," 455,249,959 ",
2024,강원도,춘천시,주택용," 42,557,105 "," 41,419,572 "," 36,840,474 "," 35,938,394 "," 32,966,562 "," 34,813,193 "," 41,109,137 "," 55,579,509 "," 51,097,419 "," 37,365,149 "," 35,914,756 "," 38,644,002 ",
2024,강원도,춘천시,일반용," 88,711,894 "," 85,250,702 "," 74,756,206 "," 68,652,123 "," 65,299,236 "," 71,588,133 "," 80,044,529 "," 91,635,506 "," 87,082,068 "," 69,650,758 "," 66,941,625 "," 78,167,841 ",
2024,강원도,춘천시,교육용," 12,677,835 "," 11,081,588 "," 9,488,993 "," 9,203,798 "," 5,802,541 "," 6,194,672 "," 7,727,866 "," 7,623,577 "," 8,873,660 "," 7,210,718 "," 6,700,056 "," 10,043,769 ",
2024,강원도,춘천시,산업용," 21,903,853 "," 20,995,738 "," 20,252,837 "," 19,240,125 "," 19,012,690 "," 20,392,377 "," 22,047,330 "," 23,006,662 "," 22,339,611 "," 20,360,753 "," 20,708,985 "," 21,289,245 ",
2024,강원도,춘천시,농사용," 6,158,456 "," 5,984,354 "," 5,460,837 "," 4,908,916 "," 4,047,647 "," 4,423,433 "," 4,988,820 "," 6,734,464 "," 7,228,975 "," 5,216,855 "," 5,582,343 "," 5,205,166 ",
2024,강원도,춘천시,가로등," 1,867,241 "," 1,802,060 "," 1,701,650 "," 1,713,323 "," 1,620,895 "," 1,630,955 "," 1,536,870 "," 1,599,872 "," 1,640,853 "," 1,711,654 "," 1,812,393 "," 1,877,657 ",
2024,강원도,춘천시,심 야," 19,861,429 "," 19,042,800 "," 15,349,410 "," 11,067,389 "," 6,234,542 "," 4,773,501 "," 4,031,307 "," 3,927,404 "," 3,563,320 "," 3,324,097 "," 7,274,478 "," 13,727,445 ",
2024,강원도,춘천시,합 계," 193,737,813 "," 185,576,814 "," 163,850,407 "," 150,724,068 "," 134,984,113 "," 143,816,264 "," 161,485,859 "," 190,106,994 "," 181,825,906 "," 144,839,984 "," 144,934,636 "," 168,955,125 ",
2024,강원도,원주시,주택용," 54,847,763 "," 54,817,577 "," 48,270,427 "," 47,875,354 "," 43,247,908 "," 44,377,397 "," 50,394,841 "," 68,728,883 "," 71,840,591 "," 53,096,060 "," 46,530,449 "," 49,105,741 ",
2024,강원도,원주시,일반용," 94,973,884 "," 89,957,006 "," 77,348,194 "," 70,080,884 "," 64,497,516 "," 71,858,259 "," 81,554,681 "," 93,980,352 "," 89,593,525 "," 70,194,095 "," 67,637,860 "," 82,372,956 ",
2024,강원도,원주시,교육용," 9,303,070 "," 7,448,412 "," 8,246,522 "," 5,778,169 "," 4,543,035 "," 5,379,201 "," 5,710,370 "," 5,619,984 "," 6,587,937 "," 4,789,772 "," 6,084,365 "," 10,099,438 ",
2024,강원도,원주시,산업용," 74,608,361 "," 67,172,351 "," 66,920,374 "," 64,797,895 "," 64,042,654 "," 67,948,652 "," 68,899,230 "," 68,869,207 "," 66,456,205 "," 69,684,299 "," 69,099,121 "," 70,990,241 ",
2024,강원도,원주시,농사용," 6,891,458 "," 6,732,593 "," 6,086,545 "," 5,694,687 "," 5,336,770 "," 6,066,396 "," 6,607,063 "," 8,804,160 "," 9,421,068 "," 6,869,193 "," 7,282,598 "," 6,098,854 ",
2024,강원도,원주시,가로등," 2,277,999 "," 2,191,190 "," 2,037,444 "," 2,008,296 "," 1,857,402 "," 1,818,149 "," 1,709,715 "," 1,822,522 "," 1,906,971 "," 2,000,792 "," 2,182,796 "," 2,250,479 ",
2024,강원도,원주시,심 야," 26,974,544 "," 25,703,269 "," 20,083,211 "," 14,117,638 "," 6,579,039 "," 4,771,127 "," 3,687,231 "," 3,476,762 "," 3,026,050 "," 3,952,422 "," 9,078,692 "," 18,560,943 ",
2024,강원도,원주시,합 계," 269,877,079 "," 254,022,398 "," 228,992,717 "," 210,352,923 "," 190,104,324 "," 202,219,181 "," 218,563,131 "," 251,301,870 "," 248,832,347 "," 210,586,633 "," 207,895,881 "," 239,478,652 ",
2024,강원도,강릉시,주택용," 31,206,822 "," 31,003,819 "," 28,170,302 "," 26,828,345 "," 24,392,811 "," 25,363,442 "," 30,068,341 "," 42,721,097 "," 35,045,788 "," 26,942,789 "," 27,239,905 "," 28,739,063 ",
2024,강원도,강릉시,일반용," 65,161,684 "," 64,031,028 "," 56,525,360 "," 50,420,491 "," 45,977,060 "," 50,569,756 "," 58,184,060 "," 70,664,666 "," 62,452,801 "," 48,826,925 "," 47,534,890 "," 54,029,495 ",
2024,강원도,강릉시,교육용," 5,919,950 "," 5,395,626 "," 5,131,215 "," 4,646,207 "," 3,269,046 "," 3,595,418 "," 4,020,984 "," 4,385,126 "," 4,213,379 "," 3,531,413 "," 3,721,414 "," 5,221,637 ",
2024,강원도,강릉시,산업용," 59,288,822 "," 66,647,581 "," 70,162,502 "," 75,506,834 "," 72,598,755 "," 67,352,142 "," 69,596,851 "," 66,272,771 "," 60,292,121 "," 66,276,128 "," 76,780,467 "," 71,927,406 ",
2024,강원도,강릉시,농사용," 5,152,208 "," 5,047,066 "," 4,408,623 "," 3,965,218 "," 3,535,217 "," 3,769,064 "," 4,262,091 "," 5,653,581 "," 5,760,973 "," 4,764,410 "," 4,717,052 "," 4,543,195 ",
